DATE,Time,Location,Operator,Route,AC Type,Aboard,Fatalities,Summary,url
8-Nov-03,1026,"200 miles NE of Derby, Australia",Heliwork WA Pty Ltd. - Air Taxi,?,Robertson R44 helicopter,4   (passengers:3  crew:1),4   (passengers:3  crew:1),The helicopter crashed in the remote outback after colliding with terrain. The helicopter was destroyed in the post crash fire. Visual meteorological conditions prevailed at the time of the accident.,https://www.planecrashinfo.com/2003/2003-54.htm
8-Nov-03,1059,"Near Ogle, Guyana",Trans Guyana Airways,"Ogle, Guyana - Ekereku, Guyana",Shorts SC-7 Skyvan 3M Variant 100,7   (passengers:4  crew:3),2   (passengers:1  crew:1),The right engine failed one minute after takeoff. The pilot declared an emergency and made a forced landing in a cane field. The plane hit a ridge and slid approximately 100 ft. before coming to rest. A flight attendant and one passenger received fatal injuries.,https://www.planecrashinfo.com/2003/2003-55.htm
15-Nov-03,1830,"Mosul, Iraq",Military - U.S. Army,?,UH-60 Black Hawk / UH-60 Black Hawk,22   (passengers:18  crew:4),17   (passengers:13  crew:4),A midair collision occurred between two Black Hawk helicopters. One helicopter was climbing to avoid gunfire when it's rotor struck the other.,https://www.planecrashinfo.com/2003/2003-56.htm
29-Nov-03,801,"Spokane, Washington",Ameriflight,Seattle - Spokane,Swearingen SA227AT Merlin IVC,1   (passengers:0  crew:1),1   (passengers:0  crew:1),"The cargo plane struck trees one mile short of the runway. The pilot-in-command's failure to maintain proper glidepath alignment during an ILS approach in poor weather resulting in collision with trees and terrain. Contributing factors were the unreliable status of the primary (NAV 1) ILS receiver (leaving the pilot with only the secondary (NAV 2) ILS receiver), the low ceilings and trees.",https://www.planecrashinfo.com/2003/2003-57.htm
29-Nov-03,1520,"Boende, Congo",Military - Congolese Air Force,"Boende, Congo - Kinshasa, Congo",Antonov AN-26,24   (passengers:18  crew:6),20   (passengers:14  crew:6),The aircraft suffered a blowout of a tire while taking off for the second time after aborting the first takeoff. The pilot was not able to stop the aircraft and overran the runway and crashed into a small market square,https://www.planecrashinfo.com/2003/2003-58.htm
16-Dec-03,1200,"Jellicoe, Ontario, Canada",Huron Air,?,de Havilland DHC-3 Otter,3   (passengers:2  crew:1),2   (passengers:1  crew:1),Crashed into Blackwater Lake shortly after taking off from a remote landing strip.,https://www.planecrashinfo.com/2003/2003-59.htm
18-Dec-03,2200,"Mitu, Colombia",Líneas Aéreas Suramericanas,El Yopal - Mitu,Douglas DC-9-15F,3   (passengers:0  crew:3),3   (passengers:0  crew:3),"While on approach to , the cargo plane obtained the authorization to descend from 23,000 to 7,000 ft. but  disappeared from radar screen when it struck a mountain. Wreckage was found 5 days later.",https://www.planecrashinfo.com/2003/2003-60.htm
23-Dec-03,913,"Helendale, California",Pavair,"Chino,CA - Sun Valley, ID",Gates Learjet 24B,2   (passengers:0  crew:2),2   (passengers:0  crew:2),"While en route and cruising at 24,000 ft. the crew of the cargo plane declared an emergency and tried to return to Chino Airport but the aircraft suddenly nose dived and crashed into the Mojave Desert. A loss of airplane control for undetermined reasons.",https://www.planecrashinfo.com/2003/2003-61.htm
25-Dec-03,1455,"Cotonou, Benin",Union des Transports Aeriens de Guinee,"Conakry, Guinea - Cotonou, Benin - Beirut, Lebanon",Boeing B-727-223,161   (passengers:151  crew:10),140   (passengers:132  crew:8),"The B-727 was barely able to climb after taking off from Cotonou Airport. The landing gear struck a building housing electronics, crashed through the barrier fence and broke up along the shoreline adjacent to the airport. The plane was overloaded by 10 tons of cargo which was improperly distributed. The pilot was tried, convicted and sentenced to 20 years in jail by a Lebanese court.",https://www.planecrashinfo.com/2003/2003-62.htm
3-Jan-04,444,"Off Sharm el Sheikh, Egypt",Flash Air,"Sharm el Sheikh, Egypt - Cairo, Egypt",Boeing B-737-3Q8,148   (passengers:135  crew:13),148   (passengers:135  crew:13),"Shortly after taking off,  the aircraft crashed into the Red Sea, 7 miles south of the airport. There were mostly French tourists on board heading home from the holidays. Possibly, the pilot suffered spatial disorientation and the copilot was unwilling to challenge his more experienced superior, however, no decisive cause was ever found.",https://www.planecrashinfo.com/2004/2004-1.htm
13-Jan-04,1940,"Tashkent, Uzbekistan",Uzbekistan Airways,Termez - Tashkent,Yakovlev YAK-40,37   (passengers:32  crew:5),37   (passengers:32  crew:5),"Crashed while attempting to land in heavy fog. The aircraft struck a stanchion of approach lights and flipped over, hitting the outside of a wall surrounding the landing area. Crew error.",https://www.planecrashinfo.com/2004/2004-2.htm
6-Feb-04,801,"Bitonja, Bosnia-Herzegovina",Military - Government of Macedonia,Skopje - Mostar,Beechcraft Super King Air 200,9   (passengers:7  crew:2),9   (passengers:7  crew:2),"The twin engine aircraft crashed in the southern mountains of Bosnia in poor weather conditions, minutes away from landing at Mostar. Macedonian president, Boris Trajkovski, 47, killed along with 6 aids. Pilot error. The two-man crew misinterpreted crucial flight data in stormy weather.",https://www.planecrashinfo.com/2004/2004-3.htm
10-Feb-04,1140,"Sharjah, United Arab Emirates",Kish Airlines,Kish Island - Sharjah,Fokker F-50,46   (passengers:40  crew:6),43   (passengers:37  crew:6),"The aircraft crashed on approach, 2 miles short of the runway while attempting an emergency landing at Sharjah. The plane crashed midway between two residential compounds. The flight data recorder showed that the two engines went into reverse 10 seconds before the accident.",https://www.planecrashinfo.com/2004/2004-4.htm
4-Mar-04,940,"Bakou, Azerbaijan	Bakou, Azerbaijan",Azov Avia Airlines,Ankara - Baku - Kabul,Ilyushin II-76,7   (passengers:0  crew:7),3   (passengers:0  crew:3),"Shortly after taking off and climbing to about 150 feet, the aircraft pitch down and crashed into a field 4 km from the airport.",https://www.planecrashinfo.com/2004/2004-5.htm
16-Mar-04,401,"Tonopah, Nevada",Military - United States Air Force,?,Beechcraft 1900C,5   (passengers:4  crew:1),5   (passengers:4  crew:1),While on approach and during a turn the pilot suffered a sudden cardiac death. Half way through the turn the airplane began a gradual descent until it impacted the ground. The airplane broke up and burst into flames. The pilot willfully deceived flight medical examiners and suppressed medical information and ingested inappropriate medications for a deteriorating and dangerous health condition.,https://www.planecrashinfo.com/2004/2004-6.htm
21-Mar-04,220,"Pyote, Texas",Air Ambulance - Med-Trans Corp.,"Odessa, TX - Lubbock, TX",Bell 407,5   (passengers:4  crew:1),4   (passengers:3  crew:1),"The helicopter impacted terrain while maneuvering in reduced visibility conditions. The pilot's inadvertent encounter with adverse weather, which resulted in the pilot failing to maintain terrain clearance. Contributing factors were the dark night conditions, the pilot's inadequate preflight preparation and planning, and the pressure to complete the mission induced by the pilot as a result of the nature of the EMS mission.",https://www.planecrashinfo.com/2004/2004-7.htm
2-May-04,1600,"Near Milpillas, Mexico",Procuradoria General de la Republica,Ciudad Juarez - Mexico City,Rockwell Gulfstream Jetprop 840,7   (passengers:5  crew:2),7   (passengers:5  crew:2),"The aircraft crashed and was destroyed following a loss of control while en route at cruise altitude at 23,000 ft. after encountering unfavorable weather conditions.",https://www.planecrashinfo.com/2004/2004-8.htm
5-May-04,1300,"Carepa, Colombia",Aerotransportes Petroleros,Bogota - Carepa,Swearingen SA227AC Metro III,7   (passengers:5  crew:2),3   (passengers:1  crew:2),While on approach the plane hit the ground 300 ft. short of the runway.,https://www.planecrashinfo.com/2004/2004-9.htm
6-May-04,1500,"Jiech, Sudan",Charter - Air Cush,Jiech - Ayod,Let 410UVP,10   (passengers:8  crew:2),6   (passengers:5  crew:1),"The plane crashed just seconds after taking off. It was on a mission of delivering humanitarian aid in Sudan. The cargo shifted after takeoff, causing the cg to change and the plane to stall and crash.",https://www.planecrashinfo.com/2004/2004-10.htm
11-May-04,?,"Dalang, Sudan",El Magal Aviation,Khartoum - Juba - El Obeid,Antonov AN-12,7   (passengers:0  crew:7),7   (passengers:0  crew:7),While flying in a thunderstorm the plane hit the side of a mountain. One survivor died a few hours after the accident.,https://www.planecrashinfo.com/2004/2004-11.htm
14-May-04,1830,"Near Manaus, Brazil",Rico Linhas Aereas,Sao Paulo - Tefe - Manaus,Embraer 120ER Brasilia,33   (passengers:30  crew:3),33   (passengers:30  crew:3),"The plane dropped off radar at Manaus' Eduardo Gomes International Airport about 10 miles from the runway after it suspended landing procedures to allow another plane carrying sick people on the way to a hospital to land. The plane crashed in dense jungle, making it difficult for rescue crews to reach the wreckage.",https://www.planecrashinfo.com/2004/2004-12.htm
18-May-04,1050,"Urumqi, China",AZAL Cargo Company,Taiyuan - Urumqi - Baku,Ilyushin II-76TD,7   (passengers:0  crew:7),7   (passengers:0  crew:7),"About two minutes after takeoff and  while climbing, the aircraft stalled and crashed in a field 10 km from the  airport.",https://www.planecrashinfo.com/2004/2004-13.htm
18-May-04,1040,"Bozoy, Kazakhstan",Aray-Avia,Kyzyl-Orda - Bozoy - Vozrozhdenya Island,PZL-Mielec AN-2R,12   (passengers:10  crew:2),1   (passengers:1  crew:0),Crashed and stalled near the end of the runway while attempting to take off. The aircraft was overloaded.,https://www.planecrashinfo.com/2004/2004-14.htm
23-May-04,730,"Mwingi, Kenya",Blue Bird Aviation,Nairobi - Mogadiscio,Let 410UVP,2   (passengers:0  crew:2),2   (passengers:0  crew:2),While en route the cargo plane collided with another Let 410 of the same operator. The first aircraft crashed killing both pilots while the second  made a safe landing.,https://www.planecrashinfo.com/2004/2004-15.htm
25-May-04,1356,"Near Lukla, Nepal",Yeti Airlines,Katmandou - Lukla,de Havilland DHC-6 Twin Otter 300,3   (passengers:0  crew:3),3   (passengers:0  crew:3),"While on approach to Lukla, the cargo plane crashed into Lamjura Hill in heavy cloud cover. Hazardous behavior and attitudes of the captain such as over-confidence, being care-free, and non-compliance of the regulations caused the accident.",https://www.planecrashinfo.com/2004/2004-16.htm
8-Jun-04,938,"Off Libreville, Gabon",Gabon Express,Libreville - Franceville,BAe HS-748-232 Srs 2A,30   (passengers:26  crew:4),19   (passengers:18  crew:1),The aircraft nosedived into the sea about 100 meters off a beach shortly after taking off from Leon Mba international airport. Engine failure forced the plane back towards the airport.,https://www.planecrashinfo.com/2004/2004-17.htm
28-Jun-04,917,"Near Yengema, Sierra Leone",United Nations -  UTair Charter,Freetown - Kailahun,Mi-8MTV-1,24   (passengers:21  crew:3),24   (passengers:21  crew:3),The helicopter crashed into a slope of a mountain in a forested area. The helicopter took off from the Sierra Leone capital but never arrived at its destination in the western city of Kailahun.,https://www.planecrashinfo.com/2004/2004-18.htm
12-Jul-04,715,"Off Beef Island, British Virgin Islands",Dodita Air Cargo,San Juan - Saint Martten,Convair CV-440,2   (passengers:0  crew:2),1   (passengers:0  crew:1),"While en route the cargo plane experienced a fire in the right engine which led to a ditching of the plane. The plane sank in 1,000 ft. of water the copilot was rescued but the captain was never found.",https://www.planecrashinfo.com/2004/2004-19.htm
